COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153,COL154,COL155,COL156,COL157,COL158,COL159,COL160,COL161,COL162,COL163,COL164,COL165,COL166,COL167,COL168,COL169,COL170,COL171,COL172,COL173,COL174,COL175,COL176,COL177,COL178,COL179,COL180,COL181,COL182,COL183,COL184,COL185,COL186,COL187,COL188,COL189,COL190,COL191,COL192,COL193,COL194
1,77,240,1,1,9,4,2,1,5,1,1,5,12,3,3,5,3,1,1,1,1,2,1,1,1,3,4,4,2,3,3,3,3,3,3,3,3,3,1,4,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,,207,7024,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,4,5,3,1,2,2,2,2,2,2,2,1,2,2,1,7,2,2,4,8,2,4,4,1,2,3,3,3,3,3,3,2,4,6,2,1,4,4,2,1,60,2,10,2,1,1,0,3,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,241,1,1,6,6,2,3,4,1,1,5,4,5,5,4,3,1,1,2,2,2,1,1,4,3,3,4,2,3,3,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,1,2,2,1,2,,207,7024,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,4,4,5,3,1,2,1,2,2,1,2,2,1,2,1,1,6,2,3,1,8,2,4,3,3,2,3,3,3,3,3,3,2,4,4,2,2,3,3,4,1,60,3,10,3,1,1,0,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,242,1,3,9,5,2,1,5,1,2,7,3,5,5,5,3,1,1,2,2,1,1,1,1,3,1,3,2,3,3,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,1,2,2,1,2,,207,7024,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,4,4,2,1,2,1,2,1,1,2,2,1,2,1,2,6,2,2,2,8,2,4,3,4,2,3,3,3,3,3,3,3,4,6,2,2,4,3,4,1,60,5,20,2,1,1,1,3,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,243,1,2,10,4,1,4,1,1,1,6,4,3,4,4,3,10,1,1,1,1,1,1,1,3,4,4,2,3,3,3,3,3,3,3,3,3,1,4,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,5,1,1,2,2,1,2,,207,7024,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,1,2,1,2,2,2,2,2,2,2,2,3,6,2,2,1,8,2,4,1,1,2,3,3,3,3,3,3,2,4,6,2,2,4,1,4,3,60,1,10,2,1,1,1,1,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,244,1,1,5,6,2,3,2,1,2,5,4,3,4,5,3,1,2,1,2,2,1,1,3,2,4,4,2,3,3,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,1,2,1,2,1,,207,7024,4,1,2,1,1,2,2,1,2,1,2,2,2,2,2,4,4,4,4,1,2,2,2,2,2,2,2,1,2,1,1,7,2,3,4,8,2,4,3,2,2,3,3,3,3,3,3,3,4,4,2,3,1,4,4,1,60,2,10,2,1,1,1,3,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,245,1,1,10,1,5,8,1,4,1,5,3,3,3,0,1,1,2,1,2,1,1,1,3,2,1,4,2,3,3,3,3,3,3,3,3,3,1,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,1,2,2,1,2,,207,7024,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,4,1,2,1,2,2,2,2,2,2,2,1,1,6,2,4,2,7,2,2,3,4,1,2,2,2,2,1,2,2,1,4,2,3,1,2,2,3,60,7,10,7,1,1,0,0,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,246,1,2,8,5,7,4,1,1,2,6,4,4,5,4,3,9,2,1,2,1,1,1,1,2,2,4,2,3,3,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,1,2,2,1,2,,207,7024,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,5,2,3,3,3,3,3,3,3,3,3,2,3,5,2,3,1,8,3,4,5,1,2,3,3,3,3,3,3,3,4,6,2,2,4,5,4,1,60,2,10,9,1,2,2,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,247,1,1,7,4,4,4,1,1,1,5,6,5,4,4,3,11,2,1,1,2,1,1,3,3,4,4,1,1,2,2,2,2,2,2,1,2,1,6,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,5,2,1,2,2,2,2,,207,7024,7,1,2,2,2,2,1,1,2,2,2,2,1,2,2,3,4,4,3,1,2,2,2,2,1,2,2,1,2,1,3,4,2,3,3,3,1,3,2,2,1,1,2,2,1,2,2,3,3,3,2,2,3,3,3,1,60,2,10,2,1,1,0,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,248,1,3,9,4,1,6,3,1,2,6,4,1,4,5,3,1,2,1,1,2,1,1,4,3,3,4,2,3,3,3,3,3,3,3,3,3,1,6,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,4,3,0,0,0,0,,207,7024,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,1,2,2,2,2,2,2,2,1,2,2,3,6,2,1,2,8,2,4,4,4,2,3,3,3,3,3,3,2,4,6,2,2,4,4,4,1,60,9,20,9,2,0,2,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,249,1,2,9,3,2,1,3,1,1,5,1,3,3,5,5,9,2,2,1,1,1,3,3,2,2,1,2,3,3,3,3,3,3,3,3,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,2,2,2,,207,7024,9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,7,2,7,4,8,3,4,5,4,0,0,0,0,0,0,0,3,3,6,0,6,1,2,4,1,60,2,10,0,1,2,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,250,1,1,2,7,2,2,3,1,2,3,14,1,1,2,1,10,5,2,2,2,3,3,2,4,4,4,1,1,1,2,2,1,1,2,1,2,1,1,5,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,6,5,2,1,2,1,1,1,,207,7025,0,1,2,1,1,1,1,1,1,1,2,2,1,2,2,4,4,4,3,1,2,1,1,1,2,2,2,1,2,1,1,7,3,1,4,2,1,1,3,3,2,3,3,3,3,3,3,3,4,6,3,2,4,3,3,1,60,2,10,2,1,1,1,3,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,251,1,1,10,6,2,1,5,4,1,2,0,1,1,2,5,10,4,2,3,3,1,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,1,6,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,5,0,1,2,1,1,2,,207,7025,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,4,4,5,5,1,2,2,2,2,2,2,2,1,2,2,3,7,3,1,4,7,2,3,1,3,2,3,3,3,3,3,3,3,4,6,3,1,4,1,3,3,60,2,10,2,1,1,2,3,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,252,1,3,10,7,2,2,4,1,1,6,4,6,5,4,1,8,4,2,2,2,1,1,1,3,3,1,1,1,1,2,2,2,2,2,1,2,3,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,3,1,1,3,1,2,2,1,2,,207,7025,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,3,3,2,3,1,2,1,2,2,2,2,2,1,2,1,1,7,2,2,4,1,1,1,2,3,1,1,2,1,2,2,2,1,1,6,2,2,4,3,4,1,30,1,10,2,1,1,1,3,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,253,1,1,4,7,1,6,3,1,2,3,1,1,1,1,1,10,5,2,1,1,3,2,3,2,4,1,3,4,4,4,4,4,4,4,4,4,4,5,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,2,2,2,2,,207,7025,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,4,2,3,3,3,3,3,3,3,3,3,2,1,7,1,7,4,1,1,1,3,2,2,3,3,3,3,3,3,3,4,6,3,6,4,5,2,1,60,2,10,2,1,2,2,3,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,254,1,3,5,6,1,4,2,5,2,6,7,2,1,2,4,10,4,1,1,2,2,2,3,4,4,4,1,1,2,2,2,2,2,2,2,2,2,6,5,0,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,3,2,1,2,1,2,2,1,1,,207,7025,4,1,2,1,1,1,2,2,2,1,2,2,2,2,2,3,4,3,3,1,2,2,2,2,2,2,2,1,2,1,3,7,2,2,4,8,0,3,3,3,2,3,3,3,3,3,3,3,4,6,3,2,4,3,4,1,30,2,10,2,1,1,1,3,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,255,1,3,10,3,6,2,5,4,1,4,9,3,1,3,5,10,5,1,1,1,1,1,4,2,4,4,1,1,2,1,2,1,2,2,2,2,5,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,1,0,2,2,2,1,,207,7025,5,1,2,1,1,2,1,1,2,2,2,2,2,2,2,4,4,4,4,1,1,1,2,2,2,1,2,1,2,1,1,7,2,3,4,2,1,1,3,1,2,3,3,3,3,3,3,2,4,6,2,4,4,4,2,1,60,2,10,2,1,1,1,3,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,256,1,2,2,6,4,2,1,1,1,4,4,3,3,2,1,10,4,1,2,1,2,2,3,2,2,4,1,1,2,2,1,2,1,2,1,2,1,6,5,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,5,2,1,2,1,1,1,,207,7025,6,1,2,1,1,1,2,1,2,2,2,1,1,2,2,3,4,2,3,1,2,2,2,2,2,2,1,1,2,1,1,7,2,2,4,2,1,1,3,2,2,3,3,3,3,3,3,1,4,6,2,2,4,3,1,1,60,2,10,2,1,1,1,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,257,1,1,10,1,7,3,1,4,1,3,11,5,5,3,5,10,4,2,3,3,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,1,4,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,1,1,2,2,2,2,,207,7025,7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,1,2,2,1,7,0,2,4,3,1,1,3,4,2,3,3,3,3,3,3,1,4,3,3,6,4,5,4,1,30,2,10,2,1,1,1,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,258,1,4,3,7,2,1,5,1,2,4,14,2,4,3,1,11,5,2,2,1,1,1,2,2,3,4,1,1,2,2,2,2,2,2,1,2,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,5,1,1,2,2,2,2,,207,7025,8,1,2,2,1,2,2,1,2,1,2,2,2,2,2,4,4,5,3,2,3,3,3,3,3,3,3,3,3,1,1,7,2,1,4,3,2,2,3,3,2,3,3,3,3,3,3,3,4,6,3,3,4,5,2,1,20,2,10,2,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,259,1,3,11,4,2,2,4,5,2,7,14,4,5,2,1,11,4,3,2,2,1,3,3,2,4,1,2,3,3,3,3,3,3,3,3,3,1,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,1,2,2,2,2,,207,7025,9,1,2,2,2,2,2,1,2,2,2,2,1,2,2,4,4,2,2,1,1,2,2,2,2,2,2,2,2,2,3,6,0,1,2,2,1,0,2,1,1,2,2,2,2,1,2,0,1,6,0,0,0,2,4,1,40,2,10,2,1,1,0,3,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,260,1,3,8,7,3,1,4,1,1,5,11,6,5,4,1,11,4,1,2,1,1,1,1,2,2,4,3,4,4,4,4,4,4,4,4,4,1,5,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,3,1,1,2,2,1,1,,207,7026,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,2,2,2,2,2,2,2,1,1,7,2,3,4,8,2,4,3,3,2,3,3,3,3,3,3,1,4,6,2,3,4,3,4,1,60,2,10,2,1,1,0,3,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,261,1,3,7,8,1,4,4,1,1,5,14,5,4,4,1,11,5,2,1,1,1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,1,1,1,1,1,,207,7026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1,1,1,2,1,1,1,1,2,1,2,5,2,4,3,1,1,1,1,1,1,1,2,2,2,1,2,1,1,6,1,5,3,3,4,1,11,0,11,0,3,1,1,3,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,262,1,2,5,5,3,3,5,1,2,5,9,6,5,2,1,10,5,2,1,2,2,2,3,3,3,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,7,2,1,2,1,2,2,1,2,,207,7026,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,1,2,1,2,1,1,2,2,1,2,1,1,7,2,7,4,2,1,1,3,3,1,2,2,1,1,1,2,2,1,6,2,2,4,3,3,1,30,2,10,2,1,1,1,3,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,263,1,1,9,6,3,3,5,3,2,6,4,6,5,4,3,10,5,1,1,1,1,2,2,3,0,4,1,2,2,2,2,2,2,2,1,2,1,2,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,2,3,3,3,3,,207,7026,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,5,1,2,2,2,2,2,2,2,1,2,1,3,7,2,1,4,1,1,1,2,3,2,3,3,3,3,3,3,2,4,6,2,4,4,4,2,1,61,0,31,0,3,1,1,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,264,1,3,1,5,4,3,1,1,2,6,4,6,5,1,4,10,5,2,2,2,2,2,1,3,4,1,1,1,1,2,2,2,2,1,1,2,7,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,7,2,1,2,2,3,3,3,3,,207,7026,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,5,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,4,2,3,3,3,3,3,3,1,4,6,1,6,4,5,2,1,31,0,31,0,3,1,1,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,265,1,1,8,4,5,5,2,4,1,3,1,4,3,1,1,11,5,1,1,1,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,2,7,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,7,1,2,1,1,2,2,1,1,,207,7026,5,1,2,1,1,1,2,1,1,2,2,1,2,1,2,3,3,1,1,1,1,1,2,2,2,2,2,1,2,1,1,7,2,1,1,1,1,1,1,4,1,2,2,2,2,1,2,2,2,6,2,1,1,1,1,1,11,0,21,0,2,1,1,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,266,1,1,1,5,7,4,1,1,1,3,12,3,3,1,2,10,5,2,1,2,2,2,2,3,4,1,1,1,2,1,2,2,2,2,1,2,7,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,7,2,1,2,1,2,2,1,2,,207,7026,6,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,4,3,2,1,2,1,2,1,2,1,1,1,1,1,1,7,2,1,4,3,2,1,3,1,1,2,2,1,2,2,2,2,1,6,2,2,4,3,2,1,20,8,10,8,1,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,267,1,3,7,4,7,4,1,5,2,6,6,5,5,4,1,11,4,2,2,2,1,3,1,3,4,4,2,3,3,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,1,2,2,1,1,,207,7026,7,1,2,1,1,2,2,1,1,2,2,2,2,2,2,3,4,4,4,2,3,3,3,3,3,3,3,3,3,2,1,7,2,1,4,1,1,3,4,4,2,3,3,3,3,3,3,2,4,6,2,1,4,4,4,1,21,0,20,2,1,1,0,1,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,268,1,3,9,5,2,1,1,1,2,5,9,6,0,0,4,11,4,0,0,2,3,3,0,4,0,4,1,2,1,1,1,2,1,1,1,2,4,6,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,4,2,5,2,1,2,2,2,2,,207,7026,8,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,3,4,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,4,0,1,0,0,4,1,2,2,1,2,1,1,3,1,6,0,0,4,0,2,1,20,0,10,0,3,1,1,3,1,1,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,269,1,1,9,7,9,2,4,2,1,5,4,5,4,5,1,11,4,1,2,2,1,3,3,2,3,2,1,1,2,2,2,2,2,2,2,2,5,6,5,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,5,3,1,2,2,1,2,,207,7026,9,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,2,1,2,2,2,2,2,2,2,7,0,0,4,6,1,1,3,1,1,1,2,1,2,2,2,2,1,6,0,0,1,4,2,1,41,0,10,2,1,2,2,0,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,270,1,2,9,4,8,3,1,1,1,6,2,5,5,3,1,11,5,2,2,3,3,2,1,3,4,3,2,3,3,3,3,3,3,3,3,3,1,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,1,2,2,1,2,,207,7027,0,1,2,2,1,2,1,1,2,2,2,2,2,2,2,4,3,4,4,1,2,1,2,1,1,2,2,1,2,1,1,7,2,2,4,1,1,3,4,3,2,3,3,3,3,3,3,2,4,6,2,2,4,4,2,1,60,2,10,2,1,1,1,3,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,271,1,2,9,4,3,3,4,1,1,6,4,6,5,4,3,1,5,3,2,1,1,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,1,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,1,1,2,1,2,,207,7027,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,4,4,3,1,1,1,2,2,2,2,2,2,1,2,1,1,7,0,0,4,0,1,2,3,3,1,2,1,2,2,2,2,2,3,6,0,6,0,2,2,1,21,0,31,0,3,1,0,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,272,1,1,6,5,2,3,3,1,1,5,4,4,5,4,3,11,5,3,3,2,3,3,1,3,3,2,1,2,1,2,2,1,2,1,2,2,4,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,5,2,1,2,1,2,2,2,2,,207,7027,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,4,3,3,1,2,2,2,2,2,2,2,1,2,1,1,7,0,0,4,1,1,1,2,3,1,2,2,1,2,1,2,1,1,6,2,2,4,3,1,1,20,2,10,2,1,1,1,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,273,1,1,9,6,2,1,5,4,1,6,4,4,5,5,1,1,4,2,2,2,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,7,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,2,2,2,1,1,1,1,1,,207,7027,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,1,1,1,2,1,2,2,1,1,2,1,1,7,2,2,4,2,1,1,3,1,1,1,1,1,1,1,2,2,2,6,2,2,4,3,4,1,60,2,10,2,1,1,0,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,274,1,1,7,5,2,3,5,1,2,5,5,6,5,3,2,2,5,3,3,3,1,2,1,3,3,2,3,4,4,4,4,4,4,4,4,4,3,5,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,1,2,2,1,1,,207,7027,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,3,5,5,1,2,2,2,1,2,2,2,1,2,2,2,7,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,5,2,1,50,5,30,5,3,1,0,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,275,1,3,8,3,2,3,1,1,1,6,6,5,5,3,3,11,5,3,3,3,1,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,1,2,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,5,3,1,2,2,1,2,,207,7027,5,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,4,5,4,1,1,2,2,2,2,2,1,1,2,1,3,7,2,1,4,1,1,3,1,3,1,2,2,1,2,2,2,1,3,6,3,1,4,2,4,1,31,0,31,0,3,2,2,3,1,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,276,1,1,7,5,5,2,2,1,1,5,4,4,5,4,3,11,4,2,2,3,1,3,2,2,4,4,2,3,3,3,3,3,3,3,3,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,2,1,2,2,2,2,,207,7027,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,3,3,3,3,3,3,3,3,2,3,7,0,7,4,2,1,3,3,3,1,2,2,1,2,1,2,1,3,6,3,6,3,3,2,1,60,8,10,8,1,2,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,277,1,3,5,4,3,3,1,1,1,5,7,5,4,4,1,10,3,2,3,3,2,2,1,4,4,2,1,1,2,2,2,2,2,2,2,2,4,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,2,,207,7027,7,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,2,1,2,2,2,1,2,2,2,1,2,1,1,7,0,4,4,4,1,1,3,2,1,2,2,2,2,1,2,2,1,6,2,4,4,2,1,1,20,2,10,9,1,1,0,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77,278,1,3,5,4,3,4,1,1,1,5,1,6,5,2,5,11,5,2,2,3,1,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,1,2,2,2,2,,207,7027,8,1,2,2,1,1,2,1,2,1,1,2,1,2,2,3,3,3,3,1,1,1,2,1,2,1,2,2,2,1,1,7,2,2,4,2,1,1,3,3,2,3,3,3,3,3,3,3,4,2,2,1,4,3,1,1,41,0,30,2,1,2,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
