COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153
1,227,248,1,4,7,3,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,3,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,21,,22,2702,4,8,1,1,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,4,2,4,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,249,1,5,7,3,2,2,2,2,2,2,2,2,2,1,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,4,2,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,21,,22,2702,4,9,1,1,3,3,2,1,3,1,2,1,4,1,4,3,1,1,3,1,3,1,1,2,1,3,1,3,3,1,3,2,1,2,1,1,3,1,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,250,1,8,5,3,2,2,2,2,1,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,20,,22,2702,5,0,1,1,2,1,4,1,4,3,3,1,4,1,1,1,4,1,3,1,4,1,4,1,4,1,4,1,2,1,4,1,4,1,4,1,4,2,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,251,1,5,5,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,3,1,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,13,,22,2702,5,1,1,2,4,1,4,2,3,2,2,2,4,2,3,1,3,1,4,2,4,2,4,2,4,2,3,2,4,2,4,2,3,2,4,2,4,3,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,252,1,6,5,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,3,1,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,12,,22,2702,5,2,1,1,4,1,4,1,4,1,4,1,4,0,2,1,4,3,4,1,4,1,4,3,4,3,4,1,3,1,4,1,4,2,4,1,4,3,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,253,1,6,6,3,2,2,2,2,2,2,2,2,2,1,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,18,,22,2702,5,3,1,1,3,1,4,1,3,3,2,1,4,2,3,1,4,1,2,1,4,1,4,1,4,1,4,1,4,1,4,1,3,1,3,1,4,3,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,254,1,7,6,3,2,2,2,2,1,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,,22,2702,5,4,1,1,3,1,2,1,2,2,1,1,4,1,4,1,3,2,1,1,2,1,4,2,1,2,1,1,4,1,3,2,2,1,3,1,3,1,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,255,1,7,7,4,2,2,2,2,2,2,2,2,2,1,2,8,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,0,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,19,,22,2702,5,5,1,1,4,1,4,1,4,3,3,1,4,1,4,1,4,1,2,1,4,1,4,1,1,1,2,1,4,1,4,1,4,1,4,1,1,1,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,256,1,6,4,4,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,22,,22,2702,5,6,1,1,4,1,4,1,4,2,3,1,4,1,1,1,4,1,4,1,4,1,4,3,4,1,4,1,3,1,4,1,4,1,4,2,4,2,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,257,1,7,5,4,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,19,,22,2702,5,7,1,1,4,1,4,1,4,1,2,1,4,3,4,1,4,1,4,1,4,1,4,3,3,3,3,3,2,1,4,1,4,1,4,1,4,2,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,258,1,8,6,2,2,2,2,2,2,1,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,4,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,7,,22,2702,5,8,1,3,2,1,4,1,4,2,2,1,4,2,1,1,4,2,1,1,4,1,4,1,4,1,4,2,1,2,2,2,4,2,4,2,4,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,259,1,6,7,2,2,2,2,2,2,2,2,2,1,2,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,4,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,18,,22,2702,5,9,1,1,4,1,4,1,3,1,1,1,3,1,3,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,3,1,4,1,4,2,4,3,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,260,1,7,6,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,3,0,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,22,,22,2702,6,0,1,1,4,1,3,1,4,2,3,1,4,3,1,3,1,1,3,1,3,1,2,3,2,3,1,1,1,1,3,3,1,2,3,2,4,3,4,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,261,1,6,4,1,2,2,2,2,2,2,2,2,2,1,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,19,,22,2702,6,1,1,0,3,1,4,1,4,2,2,1,3,2,3,1,3,1,3,2,2,1,3,3,3,3,3,2,2,3,3,1,3,1,3,3,3,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,262,1,2,6,1,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,18,,22,2702,6,2,1,2,2,1,4,1,4,1,4,1,4,1,1,1,4,1,3,1,4,1,4,2,4,1,4,1,1,1,4,1,4,1,4,2,4,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,263,1,2,6,1,2,2,2,2,2,1,2,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,20,,22,2702,6,3,1,3,2,1,4,1,4,1,2,1,4,1,1,1,4,1,3,1,4,1,4,1,4,1,4,1,1,1,4,1,4,1,4,1,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,264,1,5,7,4,2,2,1,2,2,2,2,2,2,2,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,22,2702,6,4,1,3,4,1,4,2,4,2,3,3,4,2,1,1,4,3,2,1,4,1,4,1,4,2,4,3,1,2,4,1,4,3,4,2,4,2,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,265,1,5,5,4,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,0,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,21,,22,2702,6,5,1,3,3,1,4,1,4,1,4,1,4,2,1,3,3,2,1,1,4,1,4,1,4,2,3,1,3,1,4,1,4,1,3,2,4,4,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,266,1,6,7,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,4,1,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,12,,22,2702,6,6,1,1,3,1,3,1,3,2,1,1,3,1,1,1,3,1,3,1,3,1,3,1,3,1,3,2,1,1,3,2,1,1,3,2,3,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,267,1,6,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,4,4,2,1,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,22,,22,2702,6,7,1,3,3,1,4,1,4,3,3,1,4,1,1,1,4,1,3,3,3,1,4,3,4,3,4,3,3,1,4,1,4,3,4,2,4,2,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,268,1,8,7,4,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,4,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,22,,22,2702,6,8,1,1,4,1,4,1,4,2,4,1,4,1,1,1,4,1,4,1,3,1,4,1,4,3,4,3,1,1,3,1,4,3,4,2,4,4,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,269,1,7,4,4,2,1,2,2,2,2,2,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,17,,22,2702,6,9,1,0,0,1,4,1,4,0,0,1,4,1,3,1,4,1,4,1,3,1,4,0,0,0,0,0,0,1,4,1,4,1,4,1,4,2,0,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,270,1,5,8,4,1,2,2,2,2,2,1,2,2,2,2,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,22,,22,2702,7,0,1,2,4,1,4,1,2,1,1,1,4,1,4,1,4,1,1,1,4,1,2,1,3,1,3,1,4,1,3,1,3,1,4,1,4,2,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,271,1,8,5,4,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,4,1,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,13,,22,2702,7,1,1,3,3,1,4,2,4,3,3,1,4,1,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,2,2,2,3,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,272,1,6,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,4,1,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,19,,22,2702,7,2,1,3,2,1,4,1,4,3,2,3,4,1,1,3,4,1,2,1,4,1,4,2,4,1,4,1,2,1,3,1,3,2,4,2,4,2,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,273,1,5,6,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,1,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,11,,22,2702,7,3,1,2,3,2,4,1,3,2,3,2,3,2,1,2,4,2,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,274,1,6,6,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,1,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,12,,22,2702,7,4,1,2,3,1,4,1,4,2,4,1,4,1,1,1,4,1,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,3,2,4,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,275,1,4,4,2,2,2,1,2,2,2,2,2,2,2,2,5,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,21,,22,2702,7,5,1,1,3,1,3,1,3,1,3,1,4,1,3,1,3,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,276,1,8,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,9,,22,2702,7,6,1,2,4,1,4,1,4,1,4,1,4,3,1,3,4,1,4,1,4,1,4,1,4,3,4,3,1,3,3,1,4,3,4,1,4,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,277,1,5,7,2,2,2,1,2,2,2,2,2,2,2,2,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,12,,22,2702,7,7,1,3,2,1,4,1,4,2,3,1,3,2,1,1,4,1,3,1,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,4,4,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,278,1,5,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,4,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,12,,22,2702,7,8,1,2,1,1,4,1,4,2,3,2,4,1,1,1,4,1,3,1,3,1,4,3,3,3,3,1,3,1,3,1,4,1,4,2,4,3,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,279,1,5,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,3,4,1,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,,22,2702,7,9,1,1,3,1,3,1,2,2,0,1,4,2,2,1,4,2,3,1,3,1,4,3,2,3,3,2,2,3,3,1,3,3,4,2,4,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,280,1,5,5,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,4,3,4,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,8,,22,2702,8,0,1,2,3,1,4,1,4,2,3,1,4,1,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,1,4,1,4,1,4,4,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,281,1,8,5,3,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,23,,22,2702,8,1,1,1,4,2,4,1,4,1,4,1,3,2,2,3,3,3,2,1,4,1,4,3,4,1,4,3,3,1,4,1,3,2,3,1,4,3,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,282,1,6,5,3,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,20,,22,2702,8,2,1,2,3,1,3,1,4,1,3,1,4,1,1,1,3,1,4,1,2,1,2,3,3,3,2,1,3,1,4,1,3,3,2,3,3,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,283,1,5,6,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,4,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,23,,22,2702,8,3,1,1,2,1,3,1,1,2,1,1,4,1,4,1,4,1,1,1,2,1,3,2,1,2,2,1,3,3,1,1,1,1,2,2,3,2,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,284,1,5,7,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,1,4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,20,,22,2702,8,4,1,2,3,1,3,1,4,1,2,1,4,1,3,3,1,1,2,1,1,1,1,1,1,1,3,1,3,1,4,1,1,2,1,2,2,1,4,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,285,1,6,5,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,3,1,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,18,,22,2702,8,5,1,2,3,1,3,3,3,2,3,1,3,3,3,3,3,1,4,1,4,1,4,1,4,3,3,3,3,3,3,1,4,3,2,2,3,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,286,1,6,5,3,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,1,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,22,2702,8,6,1,2,3,1,4,1,1,3,4,1,4,1,4,1,4,1,3,1,4,1,4,1,4,3,4,1,4,1,4,1,4,3,4,2,4,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,287,1,6,5,3,2,1,2,2,2,2,2,2,2,2,2,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,18,,22,2702,8,7,1,2,2,2,4,1,4,2,3,3,4,1,2,2,4,2,2,1,3,1,4,3,4,3,4,1,4,1,4,2,4,2,4,3,4,2,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,288,1,8,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,11,,22,2702,8,8,1,2,1,1,2,1,1,2,1,1,4,2,1,2,3,1,3,2,1,1,4,1,3,2,2,2,1,2,1,2,1,2,3,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,289,1,4,5,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,4,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,12,,22,2702,8,9,1,2,2,1,3,1,3,1,4,1,3,2,2,1,3,1,3,1,4,1,4,1,4,1,3,2,1,1,4,1,4,1,3,2,4,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,290,1,8,4,3,2,1,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,18,,22,2702,9,0,1,2,3,1,3,1,3,1,1,1,4,1,2,1,4,1,4,1,4,1,4,1,3,1,3,1,2,1,4,1,4,1,3,2,4,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
1,227,291,1,8,6,3,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,21,,22,2702,9,1,1,2,2,1,4,1,3,2,2,1,4,1,1,1,4,1,3,1,4,1,4,1,3,1,4,2,1,2,1,1,3,1,3,2,4,2,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,
