,CARD,DECK,BALLOT,X,S100A.Q1,S100A.Q2,S100A.Q3,S100A.Q4,S100A.Q5,S100A.Q6,S100A.Q7,S100A.Q8A,S100A.Q8B,S100A.Q9,S100A.Q10,S100A.Q11,S100A.V11A,S100A.Q12,S100A.Q13,S100A.Q14,S100A.Q15,S100A.Q16A,S100A.Q16B,S100A.Q17A,S100A.Q17B,S100A.Q17C,S100A.Q17D,S100A.Q17E,S100A.Q17F,S100A.Q18A,S100A.Q18B,S100A.Q18C,S100A.Q18D,S100A.Q19,S100A.Q20,S100A.Q21A,S100A.Q21B,S100A.Q21C,S100A.Q21D,S100A.Q21E,S100A.Q21F,S100A.Q21G,S100A.Q21H,S100A.Q21I,S100A.Q21J,S100A.Q21K,S100A.Q21L,S100A.Q21M,S100A.Q21N,S100A.Q21O,S100A.Q21P,S100A.Q21Q,S100A.Q21R,S100A.Q21S,S100A.Q21T,S100A.Q21U,S100A.Q21V,S100A.Q22,S100A.Q23,S100A.Q24,S100A.Q25,S100A.Q26,S100A.Q27,S100A.Q28,S100A.Q29,CARD..1,DECK..1,BALLOT..1,NA.1,S100A.Q30,S100A.Q31,S100A.Q32,S100A.V32A,S100A.Q33,S100A.Q34,S100A.Q35,S100A.Q36,S100A.Q37,S100A.V37A.1,S100A.V37A.2,S100A.V37A.3,S100A.V37A.4,S100A.V37A.5,S100A.V37A.6,S100A.V37A.7,S100A.V37A.8,S100A.V37A.9,S100A.V37A.10,S100A.V37A.11,S100A.V37A.12,S100A.V37A.13,S100A.V37A.14,S100A.V37A.15,S100A.V37A.16,S100A.V37A.17,S100A.V37A.18,S100A.V37A.19,S100A.V37A.20,S100A.Q38,S100A.V38A.1,S100A.V38A.2,S100A.V38A.3,S100A.V38A.4,S100A.V38A.5,S100A.V38A.6,S100A.V38A.7,S100A.V38A.8,S100A.V38A.9,S100A.V38A.10,S100A.V38A.11,S100A.V38A.12,S100A.V38A.13,S100A.V38A.14,S100A.V38A.15,S100A.V38A.16,S100A.V38A.17,S100A.V38A.18,S100A.V38A.19,S100A.V38A.20,S100A.Q39,S100A.Q40,S100A.Q41,S100A.Q42,S100A.Q43A,S100A.Q43B,S100A.Q44,S100A.Q45,S100A.Q46,S100A.Q47,S100A.Q48,S100A.Q49,S100A.Q50,S100A.Q51,S100A.Q52,S100A.Q53,S100A.Q54,CARD..2,DECK..2,BALLOT..2,NA.3,S100A.V54A.1,S100A.V54A.2,S100A.V54A.3,S100A.V54A.4,S100A.V54A.5,S100A.V54A.6,S100A.V54A.7,S100A.V54A.8,S100A.V54A.9,S100A.V54A.10,S100A.V54A.11,S100A.V54A.12,S100A.V54A.13,S100A.V54A.14,S100A.V54A.15,S100A.V54A.16,S100A.V54A.17,S100A.V54A.18,S100A.V54A.19,S100A.Q55,S100A.Q56,S100A.Q57,S100A.Q58.n,S100A.Q59.n,S100A.Q60.n,S100A.V61,S100A.V62
145,1.0,100.0,146.0,1.0,2.0,6.0,7.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,6.0,10.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,100.0,146.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,6.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,100.0,146.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,665.0,3.0
146,1.0,100.0,147.0,1.0,2.0,4.0,7.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,6.0,10.0,4.0,9.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,100.0,147.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,29.0,6.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,100.0,147.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,670.0,3.0
147,1.0,100.0,148.0,1.0,4.0,9.0,6.0,1.0,1.0,7.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,100.0,148.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,0.0,7.0,2.0,1.0,0.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,100.0,148.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,,686.0,3.0
148,1.0,100.0,149.0,1.0,4.0,6.0,7.0,1.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,10.0,4.0,3.0,0.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,100.0,149.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,8.0,0.0,9.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,100.0,149.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,,633.0,3.0
149,1.0,100.0,150.0,1.0,1.0,9.0,6.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,1.0,10.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,150.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,99.0,7.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,100.0,150.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,679.0,3.0
150,1.0,100.0,151.0,1.0,4.0,11.0,5.0,1.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,7.0,11.0,2.0,2.0,6.0,10.0,4.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,100.0,151.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,9.0,50.0,9.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,3.0,100.0,151.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,,624.0,3.0
151,1.0,100.0,152.0,1.0,5.0,9.0,8.0,2.0,3.0,7.0,2.0,5.0,1.0,1.0,1.0,6.0,8.0,1.0,2.0,4.0,10.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,100.0,152.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,10.0,63.0,8.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,100.0,152.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,,635.0,3.0
152,1.0,100.0,153.0,1.0,2.0,5.0,7.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,10.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,100.0,153.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,52.0,7.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,100.0,153.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,694.0,4.0
153,1.0,100.0,154.0,1.0,2.0,11.0,3.0,2.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,0.0,3.0,4.0,2.0,1.0,10.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,9.0,3.0,2.0,2.0,100.0,154.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,50.0,9.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,100.0,154.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,,625.0,3.0
154,1.0,100.0,155.0,1.0,1.0,7.0,7.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,3.0,7.0,8.0,2.0,2.0,4.0,10.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,155.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,8.0,44.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,100.0,155.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,,689.0,4.0
155,1.0,100.0,156.0,1.0,3.0,5.0,7.0,1.0,1.0,7.0,1.0,5.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,156.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,11.0,72.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,100.0,156.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,,692.0,4.0
156,1.0,100.0,157.0,1.0,1.0,7.0,7.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0,2.0,6.0,7.0,2.0,2.0,1.0,10.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,100.0,157.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,55.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,100.0,157.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,696.0,4.0
157,1.0,100.0,158.0,1.0,5.0,7.0,8.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0,1.0,7.0,8.0,2.0,2.0,8.0,10.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,100.0,158.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,55.0,9.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,100.0,158.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,,601.0,3.0
158,1.0,100.0,159.0,1.0,3.0,11.0,4.0,1.0,1.0,7.0,2.0,5.0,2.0,1.0,1.0,9.0,7.0,1.0,2.0,4.0,10.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,0.0,3.0,2.0,2.0,100.0,159.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,4.0,5.0,1.0,11.0,65.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,100.0,159.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,677.0,3.0
159,1.0,100.0,160.0,1.0,10.0,9.0,7.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,8.0,9.0,1.0,2.0,1.0,10.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,100.0,160.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,11.0,98.0,9.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,100.0,160.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,685.0,3.0
160,1.0,100.0,161.0,1.0,2.0,9.0,7.0,1.0,1.0,6.0,4.0,1.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,5.0,10.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,100.0,161.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,11.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,100.0,161.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,,617.0,3.0
161,1.0,100.0,162.0,1.0,1.0,6.0,4.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,10.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,2.0,100.0,162.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,4.0,40.0,7.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,100.0,162.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,,640.0,3.0
162,1.0,100.0,163.0,1.0,8.0,11.0,5.0,2.0,5.0,7.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,8.0,10.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,100.0,163.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,100.0,163.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,654.0,3.0
